# z=0
2.164014246714416004e+04 1.038404620996811856e+00
2.375640044642093562e+04 1.354372415340956870e+00
2.607961398718042619e+04 1.485555230462250798e+00
2.863002192837695839e+04 1.612590612267351897e+00
3.142984232904147211e+04 1.752049185869997583e+00
3.450346602247293049e+04 2.094796000216691656e+00
3.787766909870617383e+04 2.425179265783657723e+00
4.158184616631310200e+04 2.718660871010837532e+00
4.564826642561255721e+04 3.064063087872431090e+00
5.011235478408922063e+04 3.466547741273156014e+00
5.501300046297938388e+04 3.949372070683854652e+00
6.039289578347002680e+04 4.552225422632478313e+00
6.629890808387174911e+04 5.206087678326121626e+00
7.278248800774969277e+04 5.896200647814831441e+00
7.990011771984018560e+04 6.677899167665382940e+00
8.771380295442174247e+04 7.787111818090550308e+00
9.629161318265111186e+04 9.004797882022192113e+00
1.057082746045715321e+05 1.168596651504529049e+01
1.160458211316867673e+05 1.379036934598439146e+01
1.273943090311785345e+05 1.597262130007472436e+01
1.398526014574419241e+05 1.751379143832395613e+01
1.535292297054436931e+05 1.889432397702770317e+01
1.685433386887680972e+05 2.040986315929303530e+01
1.850257248789512960e+05 2.377372008960215055e+01
2.031199757481889683e+05 2.788300226622328992e+01
2.229837206417477573e+05 3.099439560891789114e+01
2.447900039771456795e+05 4.237273270408487491e+01
2.687287927328277146e+05 4.710976993910965405e+01
2.950086313589236815e+05 5.243180978191396235e+01
3.238584585269623203e+05 5.884474043754320860e+01
3.555296015452924185e+05 8.315464300756299565e+01
3.902979658146902802e+05 1.063644578898602902e+02
4.284664383977562538e+05 1.272616525576084143e+02
4.703675266409712494e+05 1.500698651463972624e+02
5.163662548359443899e+05 1.751085649862456819e+02
5.668633441543236841e+05 1.716693962125301596e+02
6.222987035586104030e+05 2.176769844376834158e+02
6.831552621001739753e+05 2.735424584195837383e+02
7.499631759898093296e+05 3.552947747101856066e+02
8.233044470910452073e+05 4.619836488468972675e+02
9.038179930705071893e+05 5.505541720755196593e+02
9.922052133743207669e+05 6.011940755941617454e+02
1.089236099518968491e+06 6.811704274801901420e+02
1.195755942926801043e+06 8.445562416559613439e+02
1.312692698741995962e+06 1.063989544036612870e+03
1.441065069777394412e+06 1.364420804118230535e+03
1.581991381016046274e+06 1.816686369678386654e+03
1.736699321978327353e+06 2.313180415403205643e+03
1.906536641825983301e+06 2.339370960485817250e+03
2.092982890374195296e+06 2.928540453147820699e+03
2.297662307294350583e+06 3.625034350475041265e+03
2.522357971792757511e+06 4.663856794184809587e+03
2.769027336031161249e+06 5.241139727111617503e+03
3.039819277609575540e+06 5.487869561659659666e+03
3.337092819665400777e+06 5.758727887130562522e+03
3.663437681670197286e+06 6.056074304969701188e+03
4.021696839953867253e+06 6.382499169511152104e+03
4.414991294493922964e+06 6.697387294236094021e+03
4.846747257727352902e+06 6.934598845686678942e+03
5.320726002242392860e+06 7.195008065049853940e+03
5.841056627370509319e+06 7.480883525644618203e+03
6.412272030127139762e+06 7.794715651750339930e+03
7.039348393864267506e+06 8.139238414113793624e+03
7.727748538643444888e+06 8.584589804278359225e+03
8.483469510978948325e+06 9.077488974972136930e+03
9.313094827532149851e+06 9.618590314600030979e+03
1.022385182788228244e+07 1.021260766572474859e+04
1.122367463600611314e+07 1.071010838078333654e+04
1.232127327895947360e+07 1.117527558371382111e+04
1.352620956489364989e+07 1.168593295873506941e+04
1.484898038142304309e+07 1.224652913366055145e+04
1.630110914000318944e+07 1.286194778168847733e+04
1.789524616294423491e+07 1.344011844632653992e+04
1.964527888758787513e+07 1.385505948114290368e+04
2.156645284769919142e+07 1.431057891220563761e+04
2.367550448601138964e+07 1.481064502923245709e+04
2.599080695492978394e+07 1.535961419354423197e+04
2.853253017554740235e+07 1.596226878881451012e+04
3.132281654933790490e+07 1.662385888314282784e+04
3.438597385325129330e+07 1.775507762247061692e+04
3.774868699863063544e+07 1.904517785589862615e+04
4.144025049870291352e+07 2.046144107171934957e+04
4.549282366980191320e+07 2.135952140405124737e+04
4.994171078952507675e+07 2.203370024412527710e+04
5.482566865244265646e+07 2.277380916538671227e+04
6.018724420265335590e+07 2.358629567901065457e+04
6.607314518449459225e+07 2.447823781868338119e+04
7.253464704035794735e+07 2.545740580139300073e+04
7.962803960033029318e+07 2.653232971822402033e+04
8.741511745502653718e+07 2.771237384484864742e+04
9.596371828353254497e+07 2.856237359962591290e+04
1.053483138261419833e+08 2.634430730373110418e+04
1.156506586501848102e+08 2.390932928905346853e+04
1.269605023607175350e+08 2.254342166201963482e+04
1.393763714605534673e+08 2.105881951344845220e+04
1.530064276708521843e+08 1.942903342499630526e+04
1.679694101895989776e+08 1.797748284949227309e+04
1.843956700965223908e+08 1.648398352805736431e+04
2.024283059157338142e+08 1.484443018406553892e+04
2.222244102286356091e+08 1.328333907318670572e+04
2.439564381970494390e+08 1.175840718277554879e+04
2.678137099185415506e+08 1.062736016648116129e+04
2.940040597018353939e+08 1.013959488794610297e+04
3.227556466300843954e+08 9.604129500029523115e+03
3.543189421848435998e+08 9.016299258160363024e+03
3.889689122460860014e+08 8.241004115144740354e+03
4.270074124769043922e+08 6.710776345174085691e+03
